,university,major,course,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission
131,มหาวิทยาลัยธรรมศาสตร์,1. วิศวกรรมทั่วไป,1. วิศวกรรมศาสตรบัณฑิต (หลักสูตรนานาชาติ) (หลักสูตรสองสถาบัน) (TEP) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,วิศวกรรมศาสตรบัณฑิต (หลักสูตรนานาชาติ) (หลักสูตรสองสถาบัน) (TEP),Bachelor of Engineering Program (International Program)(Twinning Program),นานาชาติ,ศูนย์รังสิต,"ที่มหาวิทยาลัยธรรมศาสตร์ (รวม 5 ภาคเรียน) 90,000 ต่อภาคเรียน ที่มหาวิทยาลัยแห่งนอตติงแฮมประมาณ 19, 875 ปอนด์ ต่อปีการศึกษา ที่มหาวิทยาลัยแห่งนิวเซาท์เวลส์ ประมาณ 49,960 เหรียญออสเตรเลีย ต่อปีการศึกษา ที่มหาวิทยาลัย KU Leuven ประมาณ 6,600 ยูโร ต่อปีการศึกษา",ร้อยละ 80,105,20,0,70
132,มหาวิทยาลัยธรรมศาสตร์,2. วิศวกรรมคอมพิวเตอร์,1. วศ.บ.สาขาวิชาวิศกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต ศูนย์รังสิต,วศ.บ.สาขาวิชาวิศกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,ภาษาไทย ปกติ,ศูนย์รังสิต,"18,200 บาท ต่อภาคเรียน",ร้อยละ 74.00,17,23,30,0
133,มหาวิทยาลัยธรรมศาสตร์,3. วิศวกรรมเคมี,1. วศ.บ.สาขาวิชาวิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต ศูนย์รังสิต,วศ.บ.สาขาวิชาวิศวกรรมเคมี,Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,ศูนย์รังสิต,"18,200 บาท ต่อภาคเรียน",ร้อยละ 74.00,37,22,60,0
134,มหาวิทยาลัยธรรมศาสตร์,3. วิศวกรรมเคมี,2. หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมเคมีและการจัดการ (หลักสูตรนานาชาติ) (TEPE) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมเคมีและการจัดการ (หลักสูตรนานาชาติ) (TEPE),Bachelor of Engineering Programe in Chemical Engineering (International Program),นานาชาติ,ศูนย์รังสิต,"90,000 บาท ต่อภาคเรียน",ร้อยละ 80,12,2,0,16
135,มหาวิทยาลัยธรรมศาสตร์,4. วิศวกรรมเครื่องกล,1. วศ.บ.สาขาวิชาวิศกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต ศูนย์รังสิต,วศ.บ.สาขาวิชาวิศกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,ศูนย์รังสิต,"18,200 บาท ต่อภาคเรียน",ร้อยละ 74.00,37,22,35,0
136,มหาวิทยาลัยธรรมศาสตร์,4. วิศวกรรมเครื่องกล,2. หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมเครื่องกลและการจัดการอุตสาหกรรม (หลักสูตรนานาชาติ) (TEPE) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมเครื่องกลและการจัดการอุตสาหกรรม (หลักสูตรนานาชาติ) (TEPE),Bachelor of Engineering Programe in Mechanical Engineering/Industrial Engineering (International Program),นานาชาติ,ศูนย์รังสิต,"90,000 บาท ต่อภาคเรียน",ร้อยละ 80,12,2,0,6
137,มหาวิทยาลัยธรรมศาสตร์,5. วิศวกรรมซอฟต์แวร์,1. วศ.บ.สาขาวิชาวิศวกรรมซอฟต์แวร์ (โครงการพิเศษ) (ภาษาไทย พิเศษ) วิทยาเขต ศูนย์รังสิต,วศ.บ.สาขาวิชาวิศวกรรมซอฟต์แวร์ (โครงการพิเศษ),Bachelor of Engineering Program in Software Engineering,ภาษาไทย พิเศษ,ศูนย์รังสิต,"52,000 บาท ต่อภาคเรียน",ร้อยละ 70,38,7,30,0
138,มหาวิทยาลัยธรรมศาสตร์,6. วิศวกรรมไฟฟ้า,1. วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต ศูนย์รังสิต,วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,ศูนย์รังสิต,"18,200 บาท ต่อภาคเรียน",ร้อยละ 74.00,37,22,60,0
139,มหาวิทยาลัยธรรมศาสตร์,6. วิศวกรรมไฟฟ้า,2. วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้าและการจัดการอุตสาหกรรม (โครงการพิเศษ) (ภาษาไทย พิเศษ) วิทยาเขต ศูนย์รังสิต,วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้าและการจัดการอุตสาหกรรม (โครงการพิเศษ),Bachelor of Engineering Program in Industrial Electrical Engineering,ภาษาไทย พิเศษ,ศูนย์รังสิต,"57,000 บาท ต่อภาคเรียน",ร้อยละ 70,38,7,30,0
140,มหาวิทยาลัยธรรมศาสตร์,6. วิศวกรรมไฟฟ้า,3. หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้าและข้อมูล (หลักสูตรนานาชาติ) (TEPE) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้าและข้อมูล (หลักสูตรนานาชาติ) (TEPE),Bachelor of Engineering Programe in Electrical Engineering (International Program),นานาชาติ,ศูนย์รังสิต,"90,000 บาท ต่อภาคเรียน",ร้อยละ 80,14,3,0,13
141,มหาวิทยาลัยธรรมศาสตร์,7. วิศวกรรมโยธา,1. วศ.บ.สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต ศูนย์รังสิต,วศ.บ.สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,ศูนย์รังสิต,"18,200 บาท ต่อภาคเรียน",ร้อยละ 74.00,37,23,40,0
142,มหาวิทยาลัยธรรมศาสตร์,7. วิศวกรรมโยธา,2. วศ.บ.สาขาวิชาวิศวกรรมโยธาและการบริหารการก่อสร้าง (โครงการพิเศษ) (ภาษาไทย พิเศษ) วิทยาเขต ศูนย์รังสิต,วศ.บ.สาขาวิชาวิศวกรรมโยธาและการบริหารการก่อสร้าง (โครงการพิเศษ),Bachelor of Engineering Program in Civil Engineeringand Construction Management,ภาษาไทย พิเศษ,ศูนย์รังสิต,"57,000 บาท ต่อภาคเรียน",ร้อยละ 70,38,7,20,0
143,มหาวิทยาลัยธรรมศาสตร์,7. วิศวกรรมโยธา,3. หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมโยธาและการพัฒนาอสังหาริมทรัพย์ (หลักสูตรนานาชาติ) (TEPE) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมโยธาและการพัฒนาอสังหาริมทรัพย์ (หลักสูตรนานาชาติ) (TEPE),Bachelor of Engineering Programe in Civil Engineering (International Program),นานาชาติ,ศูนย์รังสิต,"90,000 บาท ต่อภาคเรียน",ร้อยละ 80,12,2,0,6
