Unnamed: 0,university,major,course,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission
103,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ.สาขาวิศวกรรมไฟฟ้าสื่อสารและอิเล็กทรอนิกส์-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,วศ.บ.สาขาวิศวกรรมไฟฟ้าสื่อสารและอิเล็กทรอนิกส์-วศ.บ.4ปี,ElectricalCommunicationandElectronicEngineering-B.Eng.,ภาษาไทย ปกติ,บางมด,0.0,0,61,28,4,0
104,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,วิศวกรรมอุตสาหการ,วศ.บ.สาขาวิศวกรรมอุตสาหการ-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,วศ.บ.สาขาวิศวกรรมอุตสาหการ-วศ.บ.4ปี,ProductionEngineering-B.Eng.,ภาษาไทย ปกติ,บางมด,0.0,0,57,45,13,0
105,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,วิศวกรรมอุตสาหการ,วศ.บ.สาขาวิศวกรรมเมคคาทรอนิกส์-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,วศ.บ.สาขาวิศวกรรมเมคคาทรอนิกส์-วศ.บ.4ปี,MechatronicEngineering-B.Eng.,ภาษาไทย ปกติ,บางมด,0.0,0,29,17,4,0
106,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมการผลิต,วศ.บ.วิศวกรรมการผลิต (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมการผลิต,Bachelor of Engineering Program in Production Engineering,ภาษาไทย ปกติ,กรุงเทพฯ,25000.0,0,67,64,30,21
107,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,ภาษาไทย ปกติ,กรุงเทพฯ,25000.0,0,30,23,5,0
108,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมเคมี,วศ.บ.วิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมเคมี,Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,กรุงเทพฯ,25000.0,0,40,23,20,0
109,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,กรุงเทพฯ,25000.0,0,80,19,25,0
110,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล เพื่อการออกแบบและนวัตกรรม (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมเครื่องกล เพื่อการออกแบบและนวัตกรรม (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Mechanical Engineering for Design and Innovation (International Program),นานาชาติ,กรุงเทพฯ,60000.0,0,34,10,30,30
111,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมขนถ่ายวัสดุ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมขนถ่ายวัสดุ,Bachelor of Engineering Program in Materials Handing Engineering,ภาษาไทย ปกติ,กรุงเทพฯ,25000.0,0,34,23,15,0
112,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมพลังงาน,วศ.บ.วิศวกรรมไฟฟ้าอุตสาหกรรมและพลังงาน (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมไฟฟ้าอุตสาหกรรมและพลังงาน,Bachelor of Engineering Program in Industrial Electrical and Energy Engineering,ภาษาไทย ปกติ,กรุงเทพฯ,25000.0,0,26,23,10,0
113,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมพลังงาน,วศ.บ.วิศวกรรมไฟฟ้าอุตสาหกรรมและพลังงาน (ภาษาไทย พิเศษ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมไฟฟ้าอุตสาหกรรมและพลังงาน,Bachelor of Engineering Program in Industrial Electrical and Energy Engineering,ภาษาไทย พิเศษ,กรุงเทพฯ,30000.0,0,0,30,5,3
114,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า สาขาวิชาวิศวกรรมไฟฟ้ากำลัง/วิศวกรรมควบคุมอัตโนมัติ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,กรุงเทพฯ,25000.0,0,55,33,30,0
115,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า สาขาวิชาวิศวกรรมโทรคมนาคม (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,กรุงเทพฯ,25000.0,0,30,13,25,0
116,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า(หลักสูตรภาษาอังกฤษ) (ภาษาต่างประเทศ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมไฟฟ้า(หลักสูตรภาษาอังกฤษ),Bachelor of Engineering Program in Electrical Engineering (EnglishProgram),ภาษาต่างประเทศ,กรุงเทพฯ,60000.0,0,35,25,35,0
117,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมโยธา,วศ.บ.วิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,กรุงเทพฯ,25000.0,0,55,33,0,0
118,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมโยธา,วศ.บ.วิศวกรรมโยธา (ภาษาไทย พิเศษ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย พิเศษ,กรุงเทพฯ,30000.0,0,0,0,40,20
119,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมโลจิสติกส์,วศ.บ.วิศวกรรมโลจิสติกส์ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมโลจิสติกส์,Bachelor of Engineering Program in Logistics Engineering,ภาษาไทย ปกติ,กรุงเทพฯ,25000.0,0,39,23,15,0
120,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิศวกรรมโลจิสติกส์,วศ.บ.วิศวกรรมโลจิสติกส์ (ภาษาไทย พิเศษ) วิทยาเขต กรุงเทพฯ,วศ.บ.วิศวกรรมโลจิสติกส์,Bachelor of Engineering Program in Logistics Engineering,ภาษาไทย พิเศษ,กรุงเทพฯ,30000.0,0,34,20,15,0
